dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added,species_group,_technology_clean
COLON MAP: Colon Molecular Atlas Project,MISC40,MISC40.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(21)01381-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421013817%3Fshowall%3Dtrue,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,4116,FFPE,19352,,1.0,0.2760855049202,40x,38943,30896,Colon,Not otherwise specified,8899_AS_1,v1_1_0,Human,Visium
COLON MAP: Colon Molecular Atlas Project,MISC39,MISC39.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,4078,FFPE,19234,,1.0,0.276017144760782,40x,42087,29895,Colon,Not otherwise specified,8899_AS_2,v1_1_0,Human,Visium
COLON MAP: Colon Molecular Atlas Project,MISC38,MISC38.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,1727,FFPE,19366,,1.0,0.275776057624794,40x,35714,30081,Colon,Not otherwise specified,8899_AS_3,v1_1_0,Human,Visium
COLON MAP: Colon Molecular Atlas Project,MISC37,MISC37.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,3636,FFPE,19396,,1.0,0.275608929539976,40x,29932,30740,Colon,Not otherwise specified,8899_AS_4,v1_1_0,Human,Visium
COLON MAP: Colon Molecular Atlas Project,MISC36,MISC36.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,3502,FFPE,19119,,1.0,0.275939727377364,40x,40790,39664,Colon,Not otherwise specified,8899_AS_5,v1_1_0,Human,Visium
COLON MAP: Colon Molecular Atlas Project,MISC35,MISC35.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,3578,FFPE,19061,,1.0,0.275728033808569,40x,30735,37362,Colon,Not otherwise specified,8899_AS_6,v1_1_0,Human,Visium
COLON MAP: Colon Molecular Atlas Project,MISC34,MISC34.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,3731,FFPE,19276,,1.0,0.275725957350255,40x,36404,32110,Colon,Not otherwise specified,8899_AS_7,v1_1_0,Human,Visium
COLON MAP: Colon Molecular Atlas Project,MISC33,MISC33.tif,Bowel,Cancer,COAD,Homo sapiens,   ,Visium,December 7 2023,CC BY-NC-ND 4.0,https://www.cell.com/cell/fulltext/S0092-8674(23)01222-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867423012229%3Fshowall%3Dtrue#secsectitle0020,https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22HTAN+Vanderbilt%22%2C%22group%22%3A%22AtlasName%22%2C%22count%22%3A2389%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%2210x+Visium%22%2C%22group%22%3A%22assayName%22%2C%22count%22%3A369%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22hdf5%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%2C%7B%22value%22%3A%22tif%22%2C%22group%22%3A%22FileFormat%22%2C%22count%22%3A41%2C%22isSelected%22%3Afalse%7D%5D&tab=file,100.0,55.0,3385,FFPE,18729,,1.0,0.275852523999453,40x,31838,37517,Colon,Not otherwise specified,8899_AS_8,v1_1_0,Human,Visium
FFPE Human Ovarian Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX142,TENX142.tif,Ovary,Cancer,HGSOC,Homo sapiens,,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-ovarian-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,3743,FFPE,541,,0.273769293411857,0.273706493143168,40x,21806,37330,Ovary,Ovary Serous Carcinoma; Stage II-A; Grade 3,,v1_0_0,Human,Xenium
FFPE Human Lung Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX141,TENX141.tif,Lung,Cancer,LUAD,Homo sapiens,patient 1,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-lung-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,4390,FFPE,541,,0.273771534,0.273643086791955,40x,15513,39361,Lung,Lung NSCLC; Stage I-B; Grade 2,,v1_0_0,Human,Xenium
FFPE Human Pancreatic Ductal Adenocarcinoma Data with Human Immuno-Oncology Profiling Panel,TENX140,TENX140.tif,Pancreas,Cancer,PAAD,Homo sapiens,patient 3,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-ductal-adenocarcinoma-data-with-human-immuno-oncology-profiling-panel-1-standard,,,4513,FFPE,541,,0.273766475334927,0.273767710586973,40x,19068,41014,Pancreas,Pancreatic Ductal Adenocarcinoma; Stage IIB; Grade 3,,v1_0_0,Human,Xenium
FFPE Human Colorectal Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX139,TENX139.tif,Bowel,Cancer,COADREAD,Homo sapiens,,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-colorectal-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,4167,FFPE,541,,0.273772958497635,0.273740617771419,40x,21507,40815,Bowel,Colorectal Cancer Adenocarcinoma; Grade 2,,v1_0_0,Human,Xenium
FFPE Human Brain Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX138,TENX138.tif,Brain,Cancer,GBM,Homo sapiens,,Xenium,4/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-brain-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,10641,FFPE,541,,0.273775042168885,0.273665343747631,40x,38957,58584,Brain,,,v1_0_0,Human,Xenium
Human Bone and Bone Marrow Data with Custom Add-on Panel,TENX134,TENX134.tif,Lymphoid,Cancer,ALL,Homo sapiens,,Xenium,4/3/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,,,3811,FFPE,541,,0.2125,0.273491768395445,40x,11024,37252,Bone marrow,,Acute Lymphoid Leukemia Bone Marrow,v1_0_0,Human,Xenium
"Visium HD Spatial Gene Expression Library, Human Colorectal Cancer (FFPE)",TENX128,TENX128.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium HD,3/25/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-human-crc,2.0,2.0,2279,FFPE,18085,,0.264583333333333,0.273882832873427,40x,75250,48740,Colon,,,v1_0_0,Human,Visium HD
FFPE Human Pancreas with Xenium Multimodal Cell Segmentation,TENX126,TENX126.tif,Pancreas,Cancer,PAAD,Homo sapiens,patient1,Xenium,3/19/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-pancreas-with-xenium-multimodal-cell-segmentation-1-standard,,,2190,FFPE,541,,0.273765403581536,0.273890164914352,40x,14896,27502,Pancreas,,,v1_0_0,Human,Xenium
Human Liver Data with Xenium Human Multi-Tissue and Cancer Panel,TENX120,TENX120.tif,Liver,Cancer,HCC,Homo sapiens,,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,4004,FFPE,538,,0.2125,0.273694413675181,40x,15404,33795,Liver,,liver cancer,v1_0_0,Human,Xenium
Preview Data: FFPE Human Lung Cancer with Xenium Multimodal Cell Segmentation,TENX118,TENX118.tif,Lung,Cancer,LUAD,Homo sapiens,patient 2,Xenium,2/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/preview-data-ffpe-human-lung-cancer-with-xenium-multimodal-cell-segmentation-1-standard,,,3115,FFPE,541,,0.273771219630798,0.273855837686545,40x,11580,45087,Lung,,,v1_0_0,Human,Xenium
Human Skin Preview Data (Xenium Human Skin Gene Expression Panel with Custom Add-On),TENX117,TENX117.tif,Skin,Cancer,SKCM,Homo sapiens,patient 1,Xenium,12/7/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-add-on-1-standard,,,1830,FFPE,541,,0.136876093614324,0.136852762955121,40x,22209,43287,Skin,,,v1_0_0,Human,Xenium
Pancreatic Cancer with Xenium Human Multi-Tissue and Cancer Panel,TENX116,TENX116.tif,Pancreas,Cancer,PAAD,Homo sapiens,patient 2,Xenium,11/16/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/pancreatic-cancer-with-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,3090,FFPE,538,,0.136897837237315,0.136887203675011,40x,20562,71883,Pancreas,,,v1_0_0,Human,Xenium
Human Skin Preview Data (Xenium Human Skin Gene Expression Panel),TENX115,TENX115.tif,Skin,Cancer,SKCM,Homo sapiens,patient 2,Xenium,9/18/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-1-standard,,,3886,FFPE,541,,0.273773460674496,0.273689789025192,40x,20342,22673,Skin,,,v1_0_0,Human,Xenium
Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),TENX111,TENX111.tif,Bowel,Cancer,COAD,Homo sapiens,,Xenium,8/29/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,,,6643,FFPE,541,,0.2125,0.273804766687129,40x,26909,43090,Colon,cancer; stage 2A adenocarcinoma,"Cancer, pre-designed + add-on panel",v1_0_0,Human,Xenium
Human Kidney Preview Data (Xenium Human Multi-Tissue and Cancer Panel),TENX105,TENX105.tif,Kidney,Cancer,PRCC,Homo sapiens,,Xenium,7/17/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,1738,FFPE,541,,0.2125,0.273709886751968,40x,8832,27323,Kidney,,Kidney Cancer (PRCC),v1_0_0,Human,Xenium
FFPE Human Breast using the Entire Sample Area,TENX99,TENX99.tif,Breast,Cancer,IDC,Homo sapiens,patient 1,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard,,,25080,FFPE,541,,1.0,0.2125,40x,51351,107121,Breast,,Replicate 1,v1_0_0,Human,Xenium
FFPE Human Breast using the Entire Sample Area,TENX98,TENX98.tif,Breast,Cancer,IDC,Homo sapiens,patient 1,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard,,,26070,FFPE,541,,0.2125,0.2125,40x,51458,111225,Breast,,Replicate 2,v1_0_0,Human,Xenium
FFPE Human Breast with Custom Add-on Panel,TENX97,TENX97.tif,Breast,Cancer,IDC,Homo sapiens,patient 2,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,11845,FFPE,541,,0.2125,0.2125,40x,48441,53833,Breast,,Tissue sample 1,v1_0_0,Human,Xenium
FFPE Human Breast with Custom Add-on Panel,TENX96,TENX96.tif,Breast,Cancer,ILC,Homo sapiens,patient 3,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,8624,FFPE,541,,0.2125,0.2125,40x,45749,41411,Breast,,Tissue sample 2,v1_0_0,Human,Xenium
FFPE Human Breast with Pre-designed Panel,TENX95,TENX95.tif,Breast,Cancer,IDC,Homo sapiens,patient 2,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard,,,11845,FFPE,541,,1.0,0.2125,40x,48376,53738,Breast,,Tissue sample 1,v1_0_0,Human,Xenium
FFPE Human Breast with Pre-designed Panel,TENX94,TENX94.tif,Breast,Cancer,ILC,Homo sapiens,patient 3,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard,,,9152,FFPE,541,,1.0,0.2125,40x,48511,41405,Breast,,Tissue sample 2,v1_0_0,Human,Xenium
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX92,TENX92.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6518,FFPE,18085,,0.264583333333333,0.273596787204623,40x,28731,37434,Colon,,"Post-Xenium, Replicate 1",v1_0_0,Human,Visium
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX91,TENX91.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6352,FFPE,18085,,0.264583333333333,0.273680586272605,40x,28004,38719,Colon,,"Post-Xenium, Replicate 2",v1_0_0,Human,Visium
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX90,TENX90.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6487,FFPE,18085,,0.264583333333333,0.273561345250433,40x,28731,38161,Colon,,"Control, Replicate 1",v1_0_0,Human,Visium
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX89,TENX89.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6414,FFPE,18085,,0.264583333333333,0.273739563563072,40x,28004,39077,Colon,,"Control, Replicate 2",v1_0_0,Human,Visium
"Human Brain Cancer, 11 mm Capture Area (FFPE)",TENX73,TENX73.tif,Brain,Cancer,GBM,Homo sapiens,,Visium,2/14/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-brain-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,10878,FFPE,18085,,0.264583333333333,0.273762488,40x,60095,51836,Brain,,,v1_0_0,Human,Visium
"Human Lung Cancer, 11 mm Capture Area (FFPE)",TENX72,TENX72.tif,Lung,Cancer,LNET,Homo sapiens,,Visium,2/14/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-lung-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,6195,FFPE,18085,,0.264583333333333,0.273711234884543,40x,38510,32875,Lung,Neuroendocrine Carcinoma either ALUCA of LUCA,,v1_0_0,Human,Visium
"Human Colorectal Cancer, 11 mm Capture Area (FFPE)",TENX70,TENX70.tif,Bowel,Cancer,COADREAD,Homo sapiens,,Visium,2/14/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-colorectal-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,9080,FFPE,18085,,0.264583333333333,0.273591411325597,40x,51996,44403,Colorectal,Colon carcinoma,,v1_0_0,Human,Visium
"Fresh Frozen Visium on CytAssist: Human Breast Cancer, Probe-Based Whole Transcriptome Profiling",TENX68,TENX68.tif,Breast,Cancer,IDC,Homo sapiens,,Visium,1/6/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/fresh-frozen-visium-on-cytassist-human-breast-cancer-probe-based-whole-transcriptome-profiling-2-standard,100.0,55.0,1657,Fresh Frozen,18085,,0.264583333333333,0.273835376545544,40x,20690,38232,Breast,,,v1_0_0,Human,Visium
"Human Ovarian Cancer, 11 mm Capture Area (FFPE)",TENX65,TENX65.tif,Ovary,Cancer,HGSOC,Homo sapiens,,Visium,7/14/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-ovarian-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,4674,FFPE,18085,,0.264583333333333,0.273844413593841,40x,30035,41048,Ovary,"Ovarian Serous Carcinoma, High Grade",,v1_0_0,Human,Visium
Human Lung Cancer (FFPE),TENX62,TENX62.tif,Lung,Cancer,LUSC,Homo sapiens,,Visium,7/13/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-lung-cancer-ffpe-2-standard,100.0,55.0,3858,FFPE,18085,,0.264583333333333,0.27330518698616,40x,35637,29395,Lung,"Lung, Squamous Cell Carcinoma",,v1_0_0,Human,Visium
"Human Breast Cancer: Visium Fresh Frozen, Whole Transcriptome",TENX53,TENX53.tif,Breast,Cancer,IDC,Homo sapiens,,Visium,7/1/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-breast-cancer-visium-fresh-frozen-whole-transcriptome-1-standard,100.0,55.0,4898,Fresh Frozen,36601,,,0.368152179,40x,41572,27755,Breast,,,v1_0_0,Human,Visium
Human Ovarian Cancer (FFPE),TENX51,TENX51.tif,Ovary,Cancer,SOC,Homo sapiens,,Visium,3/28/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-ovarian-cancer-1-standard,100.0,55.0,3455,FFPE,17943,,,0.692040486763854,20x,13772,12681,Ovary,Serous papillary carcinoma,,v1_0_0,Human,Visium
Human Cervical Cancer (FFPE),TENX50,TENX50.tif,Cervix,Cancer,CESC,Homo sapiens,,Visium,3/28/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-cervical-cancer-1-standard,100.0,55.0,2781,FFPE,17943,,,0.692496800027133,20x,13761,12701,Cervix,"Cervical Cancer, Invasive. Squamous cell carcinoma T1bN0M0 IB",,v1_0_0,Human,Visium
Human Intestine Cancer (FPPE),TENX49,TENX49.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,3/28/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-intestine-cancer-1-standard,100.0,55.0,2660,FFPE,17943,,,0.692640433035249,20x,13764,12674,Large intestine,Large Intestine Colorectal cancer,,v1_0_0,Human,Visium
"Human Prostate Cancer, Acinar Cell Carcinoma (FFPE)",TENX46,TENX46.tif,Prostate,Cancer,PRAD,Homo sapiens,,Visium,10/8/21,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-prostate-cancer-acinar-cell-carcinoma-ffpe-1-standard,100.0,55.0,3043,FFPE,17943,,,0.344470500902188,40x,27472,25188,Prostate,Invasive Acinar Cell Carcinoma Stage IV Gleason score 7,,v1_0_0,Human,Visium
"Human Prostate Cancer, Adenocarcinoma with Invasive Carcinoma (FFPE)",TENX40,TENX40.tif,Prostate,Cancer,PRAD,Homo sapiens,,Visium,6/9/21,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-prostate-cancer-adenocarcinoma-with-invasive-carcinoma-ffpe-1-standard-1-3-0,100.0,55.0,4371,FFPE,17943,,,0.344678587557694,40x,27482,25219,Prostate,"Adenocarcinoma, Invasive Carcinoma, Stage III, Total Gleason score: 7",,v1_0_0,Human,Visium
"Human Breast Cancer: Ductal Carcinoma In Situ, Invasive Carcinoma (FFPE)",TENX39,TENX39.tif,Breast,Cancer,IDC,Homo sapiens,,Visium,6/9/21,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-breast-cancer-ductal-carcinoma-in-situ-invasive-carcinoma-ffpe-1-standard-1-3-0,100.0,55.0,2518,FFPE,17943,,0.344827586206897,0.344827586206897,40x,27452,25233,Breast,"Ductal Carcinoma In Situ, Invasive Carcinoma, grade II",,v1_0_0,Human,Visium
Human Glioblastoma: Whole Transcriptome Analysis,TENX31,TENX31.tif,Brain,Cancer,GBM,Homo sapiens,,Visium,10/27/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-glioblastoma-whole-transcriptome-analysis-1-standard-1-2-0,100.0,55.0,3468,Fresh Frozen,36601,,,0.725806215593751,20x,13332,13332,Brain,,,v1_0_0,Human,Visium
"Human Glioblastoma: Targeted, Pan-Cancer Panel",TENX30,TENX30.tif,Brain,Cancer,GBM,Homo sapiens,,Visium,10/27/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-glioblastoma-targeted-pan-cancer-panel-1-standard-1-2-0,100.0,55.0,3468,Fresh Frozen,1253,,,0.725806215593751,20x,13332,13332,Brain,,,v1_0_0,Human,Visium
Human Colorectal Cancer: Whole Transcriptome Analysis,TENX29,TENX29.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/27/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-colorectal-cancer-whole-transcriptome-analysis-1-standard-1-2-0,100.0,55.0,3138,Fresh Frozen,36601,,,0.725689129775134,20x,13332,13332,Large intestine,Invasive Adenocarcinoma of the large intestine Stage Group IIB,,v1_0_0,Human,Visium
